"","plot","div","especie","cresc.altura","cresc.nfol","cresc.biomassa"
"1","1","1","mofumbu",-0.106858082993258,2.26181878699714,2.26181878699714
"2","2","1","mororo",-0.103848834199645,1.24798485069885,1.24798485069885
"3","3","4","algodao",0.116153211879203,7.05381230506387,7.05381230506387
"4","3","4","angico",0.0198230960671307,1.23160029194745,1.23160029194745
"5","3","4","burra",-0.0635551948051949,-0.982134951072325,-0.982134951072325
"6","3","4","joazeiro",-0.078074555231363,2.89866051896268,2.89866051896268
"7","4","16","algodao",0.0513597513597514,1.63988095238095,1.63988095238095
"8","4","16","angico",-0.0900041390728477,0.808277541083384,0.808277541083384
"9","4","16","burra",-0.244003308519438,1.37949788638004,1.37949788638004
"10","4","16","cating",0.3897616468039,-0.349206349206349,-0.349206349206349
"11","4","16","cumaru",-0.171875,-0.666666666666667,-0.666666666666667
"12","4","16","feijao",0.37037037037037,0.907621951219512,0.907621951219512
"13","4","16","imbira",0.101627248837679,-0.333333333333333,-0.333333333333333
"14","4","16","imburana",0.0888888888888889,0.8,0.8
"15","4","16","ipe",-0.39622641509434,0,0
"16","4","16","joazeiro",-0.0963701765860039,1.36778434395341,1.36778434395341
"17","4","16","ju_branca",-0.00781250000000001,-0.179022108003031,-0.179022108003031
"18","4","16","ju_preta",0.0598006644518272,2.43865899333151,2.43865899333151
"19","4","16","juca",0.011225155955317,2.19187675070028,2.19187675070028
"20","4","16","mofumbu",-0.00840517241379311,1.3013879709187,1.3013879709187
"21","4","16","mororo",0.171794871794872,2.70059288537549,2.70059288537549
"22","4","16","pereiro",0.175,1.07532051282051,1.07532051282051
"23","5","8","cumaru",-0.24,-0.714285714285714,-0.714285714285714
"24","5","8","feijao",0.321714237602088,0.637045512331553,0.637045512331553
"25","5","8","imburana",0.155065446576641,2.30654229491439,2.30654229491439
"26","5","8","ipe",0.144107744107744,0.261243386243386,0.261243386243386
"27","5","8","ju_branca",0.000456078335771115,0.085086737695961,0.085086737695961
"28","5","8","ju_preta",0.767654283836814,8.22699937532624,8.22699937532624
"29","5","8","mofumbu",0.289424141749723,0.507974996402819,0.507974996402819
"30","5","8","pereiro",0.589621726716824,0.588504983388704,0.588504983388704
"31","6","2","algodao",0.314681212225795,21.5817514190773,21.5817514190773
"32","6","2","joazeiro",0.265084358269183,3.03410941041376,3.03410941041376
"33","7","1","cumaru",-0.372576858700469,4.76796926796927,4.76796926796927
"34","8","2","angico",0.107426305905693,0.96878495691206,0.96878495691206
"35","8","2","ju_preta",0.183964735734403,8.23083999825094,8.23083999825095
"36","10","1","cumaru",0.239601238855371,5.95661375661376,5.95661375661376
"37","11","1","algodao",0.74306135829226,6.56447135331433,6.56447135331433
"38","12","2","cating",0.417127386500764,1.15280392313416,1.15280392313416
"39","12","2","juca",-0.0644144085676865,4.40439376602972,4.40439376602972
"40","13","2","joazeiro",0.157823954557567,2.37802077228626,2.37802077228626
"41","13","2","ju_branca",0.188336656606843,0.452663767841575,0.452663767841575
"42","14","16","algodao",0.24375,5.03333333333333,5.03333333333333
"43","14","16","angico",NA,-0.458333333333333,-0.458333333333333
"44","14","16","burra",0.0254777070063694,-0.220132474477394,-0.220132474477394
