"","plot","div","cresc.altura_mean","cresc.nfol_mean","cresc.LA_mean","cresc.biomassa_mean","cresc.altura_sd","cresc.nfol_sd","cresc.LA_sd","cresc.biomassa_sd"
"105","111","2",0.182380952380952,41,183653.863504857,6.81949207628571,0.288130261546835,68.9434550918359,293493.647773963,11.1674708995332
"106","112","16",0.197272727272727,99,387631.959972364,21.7565151856818,0.302248428538698,294.595606600933,1131118.2963165,61.389817728904
"107","113","2",0.171363636363636,5.90909090909091,55149.6109066364,3.89448485045455,0.194820930100425,41.8385890353336,192633.243758978,8.62119237818395
"108","114","2",-0.00285714285714285,10.5454545454545,66778.3254565909,2.80072727477273,0.291790041933286,28.5919190593747,163675.731374878,7.83708461755789
"109","115","16",0.045,-23.3846153846154,-82911.4364157692,-2.60349230861538,0.127528962842314,43.9574386225632,212854.443088752,9.5292531895453
"110","116","1",0.045,246,535000.8,18.204,0.0777817459305202,35.3553390593274,76890.7913862252,2.61629509039023
"111","117","4",-0.07,18.6923076923077,37595.2169230769,0.840153846153846,0.261597655443112,90.3533661200886,205738.333474694,8.34317834966741
"112","119","2",-0.023,6.4,34311.552,1.7792,0.0977582051117279,20.4678609857829,109731.88695976,5.69006535404764
"113","120","2",0.128,5.7,50516.9399985,3.4962000015,0.170034052317083,9.1081224594777,81432.5207416608,5.66296244058123
"114","121","4",0.0391304347826087,18.2173913043478,111424.028699609,6.43214492917391,0.268732936768733,32.5771204176115,196406.29017506,12.820830827981
"115","122","2",0.237058823529412,64.6470588235294,235904.578823529,8.61384312847059,0.609792635921039,122.976593899241,584923.38682159,22.0253050921234
"116","123","1",0.101,19.6,179767.28,12.6616,0.236752146658417,39.8938064049256,365898.013584697,25.7713989375819
"117","124","2",0.263684210526316,-13.4210526315789,-21856.3522904737,1.32957894289474,0.219474385402837,60.2829585183018,315440.29930978,16.4562115510023
"118","125","8",0.136666666666667,67.6111111111111,239876.730375833,12.7229259291111,0.120976419676097,102.057157508392,335045.423208788,19.4765314638907
"119","126","1",-0.105,-0.607142857142857,-1613.12190496429,-0.0813571428571428,0.157538942863403,39.0653197394979,103792.908464359,5.23475284509272
"120","127","4",0.26125,35.375,232169.892081312,11.17474999625,0.317424531713183,85.2579419565513,498455.319908421,20.0588837650634
"121","128","1",0.198181818181818,4.54545454545455,41690,2.93636363636364,0.220400461969488,16.5006886908616,151341.016534844,10.6594448942966
"122","129","1",-0.114642857142857,9.35714285714286,24861.0552412143,1.25385714285714,0.266270290728928,29.7074803969369,78930.0027263935,3.98080237318955
"123","130","16",0.0953333333333333,4.93333333333333,12390.8357702,1.34343333826667,0.297101874463161,84.2228902264416,334117.808019717,16.6537456408283
"124","131","2",0.403076923076923,230.115384615385,860177.055057038,47.0703334100385,0.682499929557618,340.159060079026,1310260.03647789,71.4969847469818
"125","132","4",0.287222222222222,71.3333333333333,376202.347222222,15.0065907200556,0.333868687740547,281.37498530065,1635820.91653211,61.8105652149212
"126","133","2",0.348,19.4,22595.956,2.45604,0.23035238705562,15.2694320639491,17784.918302164,1.93311009929595
"127","134","1",0.111428571428571,25.6428571428571,180276.636675214,6.58166667521429,0.25488631380879,41.4406102250459,291339.369537484,10.6364233049086
"128","135","4",0.194117647058824,170.117647058824,637756.718357176,36.7047059390588,0.324770280804937,542.760522969493,2080378.44629215,112.642673959645
"129","136","8",0.253076923076923,55,106339.257935846,6.48861539076923,0.400028845113795,119.260219687874,287713.703853409,14.4217747159602
"130","137","4",-0.0363636363636363,-9.27272727272727,-56568.4981818182,-1.84044241981818,0.19381809653759,38.3460321522082,212847.379752303,9.67768778628318
"131","138","4",0.0368421052631579,51.1052631578947,69687.0473693684,3.61189473684211,0.186161597411704,136.53119087546,189798.569561338,9.84936930803602
"132","139","2",-0.0454545454545454,12.5454545454545,66583.9390909091,3.51608181818182,0.0853655242312301,23.0883677914383,124427.520205216,6.39271900474566
"133","140","1",0.760833333333333,705.458333333333,2695551.58837596,147.205639124042,0.339307692434061,558.499541019364,2134023.02271855,116.540237745541
"134","141","2",0.0095238095238095,-1.47619047619048,1972.32698333333,0.265428571428571,0.289835749873548,30.7483642615653,94756.7669830349,5.3688717676196
"135","142","2",0.205263157894737,12.4210526315789,112356.903858316,7.858666668,0.299784523005972,12.8811481090851,116451.692568207,8.14526958817586
"136","143","2",-0.0785714285714286,10.9047619047619,19576.4374639524,1.13533333609524,0.259582081706071,28.9705104578859,62616.4830651678,3.35375505363853
"137","144","1",-0.0145454545454546,-78.4545454545455,-93514.68,-4.86418181818182,0.530327514586291,140.110216355813,167005.773487475,8.68683341406041
"138","145","2",-0.141428571428571,4.5,33363.5633345,1.2263333345,0.423481125596246,10.4274047217306,73312.8071423355,2.67695351811527
"139","146","4",-0.144285714285714,16.0714285714286,71443.4133385,3.16980952571429,0.267602296348497,20.8343809260421,88641.9851667566,3.65139062797366
"140","147","1",0.11,-9.5,-14467.0433365,-0.8993333365,0.292004566174344,19.0087699058443,28947.441894885,1.79949689075619
"141","149","16",-0.016,29.6,157112.0093339,7.0458666606,0.358676579788657,62.569428104573,351611.036340511,15.0041656188667
"142","150","2",-0.0336363636363636,-1.45454545454545,-25496.2027272727,-1.44818181818182,0.29562758835344,85.6224977515379,204310.933758184,11.2978338068531
"143","151","8",-0.00941176470588235,8.05882352941176,30851.862354,2.07923529511765,0.131789158707919,26.2046527076665,116225.886476477,5.81613072699866
"144","152","1",-0.094,-2,-2383.92,-0.124,0.147299500532564,199.057062888294,237268.056680331,12.3415378990742
"145","153","16",0.08375,31.9375,133761.92957175,7.6142916811875,0.218841647468362,143.592696541293,553633.915760287,29.7619145690798
"146","154","1",0.0721428571428571,-22.8928571428571,-98172.9654838214,-3.72390476953571,0.227569397520472,61.0345010421181,261738.319805996,9.92827885652938
"147","155","2",-0.0286666666666667,-13.8,-37647.4333333333,-2.06706666666667,0.201737689185971,75.0915631555427,187301.728696416,10.3808012315776
