plot,algodao,angico,burra,cating,cumaru,feijao,imbira,imburana,ipe,joazeiro,ju_branca,ju_preta,juca,mofumbu,mororo,pereiro
mono,8.47575,2.9726,4.451,0.4994,3.3582,1.032952,1.1352,0.3123,1.83332,3.06379,0.8046,7.91025,0.71139,2.8865,1.9255,0.3993
