"","id.sci","id","rep","idade","altura_aerea_cm","comp_raiz_cm","f_pesofresco","f_pesofresco_peciolo","f_pesofresco_sla","f_pesofresco_peciolo_SLA","t_pesofresco","t_pesofresco_vol","t_pesofresco_casca_vol","t_volume","r_presofresco","r_pesofrescoSRL_sup","pesofresco_SRL_inf","r_pesofresco_vol","r_pesofresco_casca_vol","r_volume","r_pesofresco_bioq","r_reserva","t_pesoseco","r_pesoseco","t_pesoseco_casca_vol","t_pesoseco_vol","r_pesoseco_casca_vol","r_pesoseco_vol","t_pesoenxarcado_casca_vol","t_pesoenxarcado_vol","r_pesoenxarcado_casca_vol","r_pesoenxarcado_vol","f_pesoseco","f_pesoseco_peciolo","f_pesoseco_sla","f_pesoseco_peciolo_SLA","r_pesosecoSRL_sup","pesoseco_SRL_inf","f_areaumida","f_areaumida_pec","r_areaumidasup","f_peso_fresco","f_fresco_peciolo","f_fresco_total","f_peso_seco","f_biomassa","f_seco_peciolo","f_seco_total","SLA","LA","t_peso_fresco","t_peso_seco","t_capac_arm_casca","t_capac_arm_lenho","t_dens","r_peso_fresco","r_peso_seco","r_capac_arm_casca","r_capac_arm_lenho","r_dens","SRA"
"65","A.col","angico",5,"6months",169.5,99,22.23,1.12,3,0.11,47.84,1.38,0.51,1.08,99,0.92,1.46,0.29,2.42,0.23,1.24,"n",27.83,37.86,0.176,0.934,0.6477,0.1496,0.55,1.48,2.0485,0.2761,10.76,0.53,1.52,0.05,0.37,0.43,215.737,NA,41.62,25.23,1.23,26.46,12.28,0.506666666666667,0.58,12.86,14.1932236842105,7191.23333333333,49.73,28.94,2.125,0.58458244111349,0.864814814814815,105.33,39.4573,2.16272965879265,0.845588235294118,0.650434782608696,11.2486486486486
"66","L.fer","juca",1,"6months",53,76,5.61,0.27,1.14,0.04,24.82,1.09,0.35,0.84,20.97,1.09,0.63,1.56,0.43,1.25,1.03,"n",13.96,10,0.15,0.756,0.139,0.738,0.42,1.11,0.3185,1.4325,1.92,0.1,0.43,0.024,0.34,0.17,96.053,NA,46.91,6.75,0.31,7.06,2.35,0.143333333333333,0.124,2.474,22.3379069767442,3201.76666666667,26.26,14.866,1.8,0.468253968253968,0.9,25.71,11.387,1.29136690647482,0.941056910569106,0.5904,13.7970588235294
"67","L.fer","juca",2,"6months",50,87,2.07,0.1,1.43,0.07,20.94,0.86,0.3,0.66,25.33,1.66,1.12,1.14,0.35,0.89,1.1,"n",12.29,12.14,0.096,0.618,0.138,0.626,0.35,0.89,0.3482,1.0751,0.9,0.05,0.58,0.03,0.5,0.25,103.669,NA,48.659,3.5,0.17,3.67,1.48,0.193333333333333,0.08,1.56,17.8739655172414,3455.63333333333,22.1,13.004,2.64583333333333,0.440129449838188,0.936363636363636,30.7,13.654,1.5231884057971,0.71741214057508,0.703370786516854,9.7318
"68","L.fer","juca",3,"6months",53.5,99,4.71,0.24,1.14,0.05,22.29,0.83,0.31,0.65,50.22,1.27,1.14,0.43,0.18,0.31,1.5,"n",12.76,20.83,0.117,0.569,0.069,0.246,0.31,0.83,0.1462,0.397,1.49,0.12,0.37,0.03,0.4,0.09,82.404,NA,46.07,5.85,0.29,6.14,1.86,0.123333333333333,0.15,2.01,22.2713513513513,2746.8,23.43,13.446,1.64957264957265,0.458699472759227,0.875384615384615,54.74,21.635,1.11884057971014,0.613821138211382,0.793548387096774,11.5175
"69","L.fer","juca",4,"6months",120,103,5.41,0.16,0.79,0.04,22.85,1.2,0.46,0.93,45.34,0.84,0.81,1.52,0.56,1.22,1.59,"n",13.51,19.09,0.169,0.814,0.186,0.898,0.46,1.2,0.5263,1.5182,2.26,0.11,0.31,0.018,0.35,0.12,55.77,NA,39.833,6.2,0.2,6.4,2.57,0.103333333333333,0.128,2.698,17.9903225806452,1859,24.51,14.493,1.72189349112426,0.474201474201474,0.875268817204301,50.66,20.644,1.82956989247312,0.690645879732739,0.736065573770492,11.3808571428571
"70","L.fer","juca",5,"6months",102,92,2.65,0.08,0.96,0.06,9.86,0.44,0.19,0.32,26.78,0.82,1.36,1.24,0.37,1.03,1.25,"n",5.72,11.42,0.068,0.2853,0.138,0.554,0.2,0.43,0.372,1.2104,0.98,0.04,0.32,0.01,0.33,0.22,60.64,NA,41.498,3.61,0.14,3.75,1.3,0.106666666666667,0.05,1.35,18.95,2021.33333333333,10.49,6.0733,1.94117647058824,0.507185418857343,0.8915625,31.82,12.662,1.69565217391304,1.18483754512635,0.537864077669903,12.5751515151515
"71","M.ten","jupreta",1,"6months",88,105,3.06,0.17,1.33,0.05,18.28,0.88,0.62,0.73,35.17,1.37,1.32,0.62,0.5,0.52,1.63,"n",9.98,9.18,0.213,0.441,0.1843,0.2569,0.68,0.89,0.5708,0.5904,1.15,62,0.38,0.015,0.16,0.23,92.467,NA,51.152,4.39,0.22,4.61,1.53,0.126666666666667,62.015,63.545,24.3334210526316,3082.23333333333,19.78,10.634,2.1924882629108,1.01814058956916,0.604109589041096,40.61,10.0112,2.0971242539338,1.29817049435578,0.494038461538462,31.97
"72","M.ten","jupreta",2,"6months",70,113,5.75,0.47,0.8,0.05,10.3,0.49,0.28,0.4,24.32,0.23,0.5,0.17,0.4,0.2,1.3,"n",4.08,5.28,0.087,0.253,0.1292,0.1082,0.27,0.53,0.4188,0.2332,2.09,0.16,0.26,0.01,0.1,0.14,60.319,NA,33.571,6.55,0.52,7.07,2.35,0.0866666666666667,0.17,2.52,23.1996153846154,2010.63333333333,11.07,4.42,2.10344827586207,1.09486166007905,0.6325,26.92,5.7574,2.24148606811145,1.15526802218115,0.541,33.571
"73","M.ten","jupreta",3,"6months",132,108,19.15,1.05,1.96,0.07,45.87,1.68,0.72,0.43,50.06,1.51,0.81,0.26,0.34,0.22,1.4,"n",19.74,16.62,0.199,0.787,0.0812,0.1107,0.74,1.7,0.2623,0.2435,7.27,0.34,0.67,0.24,0.41,0.16,133.257,NA,36.344,21.11,1.12,22.23,7.94,0.223333333333333,0.58,8.52,19.8891044776119,4441.9,48.27,20.726,2.71859296482412,1.16010165184244,1.83023255813953,54.38,17.3819,2.23029556650246,1.1996386630533,0.503181818181818,8.86439024390244
"74","M.ten","jupreta",4,"6months",95,106,10.95,0.78,1.66,0.07,19.35,0.95,0.38,0.81,28.46,1.17,0.8,0.34,0.4,0.29,1.06,"n",9.02,9.29,0.137,0.516,0.1073,0.1677,0.51,1,0.3967,0.3388,4.94,0.27,0.6,0.02,0.27,0.01,111.091,NA,73.032,12.61,0.85,13.46,5.54,0.2,0.29,5.83,18.5151666666667,3703.03333333333,20.68,9.673,2.72262773722628,0.937984496124031,0.637037037037037,32.23,9.845,2.69711090400746,1.02027429934407,0.578275862068966,27.0488888888889
"75","M.ten","jupreta",5,"6months",115,105,15.82,0.62,3.3,0.09,46.13,0.41,0.47,1.95,51.08,1.14,1.24,2.27,1.04,1.32,1.34,"n",19.91,15.11,0.281,1.121,0.1026,0.1443,1,2.25,0.3766,0.3757,5.78,0.17,1.22,0.03,0.33,0.01,176.015,NA,57.245,19.12,0.71,19.83,7,0.406666666666667,0.2,7.2,14.4274590163934,5867.16666666667,47.01,21.312,2.55871886120996,1.007136485281,0.574871794871795,58.11,15.6969,2.67056530214425,1.6036036036036,0.109318181818182,17.3469696969697
"76","P.sti","jb",1,"6months",213,118.5,54.68,2.54,3.7,0.18,99.44,4.49,1.41,3.69,78.03,0.55,1.45,0.75,0.36,0.59,1.46,"n",40.65,29.95,0.391,2.733,0.0705,0.4076,1.38,4.47,0.329,0.7074,19.48,0.88,1.31,0.07,0.18,0.21,252.093,NA,43.039,58.38,2.72,61.1,20.79,0.436666666666667,0.95,21.74,19.2437404580153,8403.1,105.34,43.774,2.52941176470588,0.63556531284303,0.740650406504065,82.6,30.8181,3.66666666666667,0.735525024533857,0.690847457627119,23.9105555555556
"77","P.sti","jb",2,"6months",173,129,15.81,1.2,1.03,0.13,30.9,1.29,0.45,1.04,18.82,0.41,0.56,0.6,0.31,0.47,1.1,"n",14.67,6.9,0.108,0.74,0.0698,0.3306,0.45,1.26,0.2648,0.5872,5.72,0.38,0.48,0.036,0.15,0.15,110.033,NA,24.731,16.84,1.33,18.17,6.2,0.16,0.416,6.616,22.9235416666667,3667.76666666667,32.64,15.518,3.16666666666667,0.702702702702703,0.711538461538461,21.8,7.6004,2.79369627507163,0.776164549304295,0.703404255319149,16.4873333333333
"78","P.sti","jb",3,"6months",193,115,31.86,2.59,1.65,0.16,54.05,2.38,0.6,2.23,42.37,0.33,0.81,0.76,0.32,0.63,1.04,"n",25.97,13.89,0.193,1.259,0.0701,0.2607,0.62,2.63,0.1949,0.7029,10.99,0.94,0.58,0.049,0.1,0.16,200.185,NA,39.504,33.51,2.75,36.26,11.57,0.193333333333333,0.989,12.559,34.5146551724138,6672.83333333333,57.03,27.422,2.21243523316062,1.08895949166005,0.56457399103139,45.63,14.4808,1.78031383737518,1.69620253164557,0.413809523809524,39.504
"79","P.sti","jb",4,"6months",154,107,9.99,0.94,1.27,0.08,39.38,1.14,0.4,1.14,36.6,0.79,1.13,0.31,0.18,0.25,1.14,"n",19.46,9.06,0.112,0.549,0.0331,0.1066,0.41,1.62,0.1623,0.2861,3.07,0.28,0.41,0.022,0.23,0.22,162.114,NA,53.505,11.26,1.02,12.28,3.48,0.136666666666667,0.302,3.782,39.54,5403.8,40.92,20.121,2.66071428571429,1.95081967213115,0.481578947368421,40.15,9.6497,3.90332326283988,1.68386491557223,0.4264,23.2630434782609
"80","P.sti","jb",5,"6months",232,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",35.52,18.83,0.2,1.578,0.094,0.6387,0.62,2.49,0.3589,1.2273,8.85,0.78,0.51,0.028,0.38,0.18,144.297,NA,45.751,NA,NA,NA,9.36,0.17,0.808,10.168,28.2935294117647,4809.9,NA,37.298,2.1,0.577946768060837,NA,NA,20.1227,2.81808510638298,0.921559417566933,NA,12.0397368421053
